STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USC00312515,DURHAM NC US,20130216,150,17,22
GHCND:USC00312515,DURHAM NC US,20130218,28,-89,-83
GHCND:USC00312515,DURHAM NC US,20130220,89,-44,-33
GHCND:USC00312515,DURHAM NC US,20130221,100,-39,83
GHCND:USC00312515,DURHAM NC US,20130222,100,-39,6
GHCND:USC00312515,DURHAM NC US,20130225,156,-6,44
GHCND:USC00312515,DURHAM NC US,20130226,156,-6,6
GHCND:USC00312515,DURHAM NC US,20130227,122,6,94
GHCND:USC00312515,DURHAM NC US,20130228,139,17,50
GHCND:USC00312515,DURHAM NC US,20130301,83,-28,-17
GHCND:USC00312515,DURHAM NC US,20130302,78,-17,44
GHCND:USC00312515,DURHAM NC US,20130303,72,-28,-6
GHCND:USC00312515,DURHAM NC US,20130304,78,-44,0
GHCND:USC00312515,DURHAM NC US,20130305,89,-44,22
GHCND:USC00312515,DURHAM NC US,20130309,117,-44,89
GHCND:USC00312515,DURHAM NC US,20130312,194,133,183
GHCND:USC00312515,DURHAM NC US,20130313,194,6,72
GHCND:USC00312515,DURHAM NC US,20130314,122,-22,-17
GHCND:USC00312515,DURHAM NC US,20130315,111,-22,0
GHCND:USC00312515,DURHAM NC US,20130316,167,0,67
GHCND:USC00312515,DURHAM NC US,20130317,244,67,106
GHCND:USC00312515,DURHAM NC US,20130318,111,22,22
GHCND:USC00312515,DURHAM NC US,20130319,44,17,44
GHCND:USC00312515,DURHAM NC US,20130320,183,17,39
GHCND:USC00312515,DURHAM NC US,20130321,128,11,44
GHCND:USC00312515,DURHAM NC US,20130322,89,-50,-50
GHCND:USC00312515,DURHAM NC US,20130323,94,-50,67
GHCND:USC00312515,DURHAM NC US,20130324,128,-56,33
GHCND:USC00312515,DURHAM NC US,20130325,111,-11,22
GHCND:USC00312515,DURHAM NC US,20130326,78,-11,22
GHCND:USC00312515,DURHAM NC US,20130327,89,-11,11
GHCND:USC00312515,DURHAM NC US,20130328,100,-11,56
GHCND:USC00312515,DURHAM NC US,20130329,122,-22,-17
GHCND:USC00312515,DURHAM NC US,20130330,150,-17,150
GHCND:USC00312515,DURHAM NC US,20130331,178,-22,78
GHCND:USC00312515,DURHAM NC US,20130402,211,11,17
GHCND:USC00312515,DURHAM NC US,20130403,144,11,11
GHCND:USC00312515,DURHAM NC US,20130404,144,11,33
GHCND:USC00312515,DURHAM NC US,20130407,172,22,67
GHCND:USC00312515,DURHAM NC US,20130409,256,22,139
GHCND:USC00312515,DURHAM NC US,20130411,300,22,161
GHCND:USC00312515,DURHAM NC US,20130412,300,128,183
GHCND:USC00312515,DURHAM NC US,20130413,267,89,106
GHCND:USC00312515,DURHAM NC US,20130414,228,67,72
GHCND:USC00312515,DURHAM NC US,20130415,250,67,128
GHCND:USC00312515,DURHAM NC US,20130416,200,128,144
GHCND:USC00312515,DURHAM NC US,20130417,239,139,144
GHCND:USC00312515,DURHAM NC US,20130418,256,144,206
GHCND:USC00312515,DURHAM NC US,20130420,261,78,78
GHCND:USC00312515,DURHAM NC US,20130421,256,44,61
GHCND:USC00312515,DURHAM NC US,20130422,150,22,39
GHCND:USC00312515,DURHAM NC US,20130423,150,22,89
GHCND:USC00312515,DURHAM NC US,20130425,228,78,106
GHCND:USC00312515,DURHAM NC US,20130427,206,50,150
GHCND:USC00312515,DURHAM NC US,20130428,206,111,117
GHCND:USC00312515,DURHAM NC US,20130430,194,111,133
GHCND:USC00312515,DURHAM NC US,20130501,200,128,139
GHCND:USC00312515,DURHAM NC US,20130502,194,117,122
GHCND:USC00312515,DURHAM NC US,20130503,167,106,144
GHCND:USC00312515,DURHAM NC US,20130504,189,78,83
GHCND:USC00312515,DURHAM NC US,20130505,156,83,144
GHCND:USC00312515,DURHAM NC US,20130506,150,83,128
GHCND:USC00312515,DURHAM NC US,20130507,167,106,117
GHCND:USC00312515,DURHAM NC US,20130508,194,106,133
GHCND:USC00312515,DURHAM NC US,20130509,194,111,133
GHCND:USC00312515,DURHAM NC US,20130510,256,111,256
GHCND:USC00312515,DURHAM NC US,20130513,211,56,78
GHCND:USC00312515,DURHAM NC US,20130514,283,33,78
GHCND:USC00312515,DURHAM NC US,20130515,222,33,106
GHCND:USC00312515,DURHAM NC US,20130516,294,83,272
GHCND:USC00312515,DURHAM NC US,20130518,294,78,167
GHCND:USC00312515,DURHAM NC US,20130520,300,83,189
GHCND:USC00312515,DURHAM NC US,20130522,294,78,206
GHCND:USC00312515,DURHAM NC US,20130524,250,56,67
GHCND:USC00312515,DURHAM NC US,20130525,250,56,122
GHCND:USC00312515,DURHAM NC US,20130526,256,56,244
GHCND:USC00312515,DURHAM NC US,20130527,250,61,100
GHCND:USC00312515,DURHAM NC US,20130528,239,100,172
GHCND:USC00312515,DURHAM NC US,20130529,267,167,211
GHCND:USC00312515,DURHAM NC US,20130530,283,161,172
GHCND:USC00312515,DURHAM NC US,20130531,283,167,206
GHCND:USC00312515,DURHAM NC US,20130601,283,194,200
GHCND:USC00312515,DURHAM NC US,20130602,300,178,200
GHCND:USC00312515,DURHAM NC US,20130603,300,194,211
GHCND:USC00312515,DURHAM NC US,20130604,256,178,183
GHCND:USC00312515,DURHAM NC US,20130605,256,161,167
GHCND:USC00312515,DURHAM NC US,20130606,250,161,183
GHCND:USC00312515,DURHAM NC US,20130608,250,161,189
GHCND:USC00312515,DURHAM NC US,20130610,250,133,217
GHCND:USC00312515,DURHAM NC US,20130612,278,133,228
GHCND:USC00312515,DURHAM NC US,20130613,306,228,233
GHCND:USC00312515,DURHAM NC US,20130614,333,156,167
GHCND:USC00312515,DURHAM NC US,20130615,328,144,178
GHCND:USC00312515,DURHAM NC US,20130616,328,144,178
GHCND:USC00312515,DURHAM NC US,20130617,294,178,211
GHCND:USC00312515,DURHAM NC US,20130618,289,178,211
GHCND:USC00312515,DURHAM NC US,20130619,267,172,178
GHCND:USC00312515,DURHAM NC US,20130620,267,172,244
GHCND:USC00312515,DURHAM NC US,20130621,256,144,194
GHCND:USC00312515,DURHAM NC US,20130623,267,139,200
GHCND:USC00312515,DURHAM NC US,20130624,311,200,278
GHCND:USC00312515,DURHAM NC US,20130625,289,200,211
GHCND:USC00312515,DURHAM NC US,20130626,300,200,228
GHCND:USC00312515,DURHAM NC US,20130627,267,189,211
